brand_id,owner_user_id,business_name,category,bio,logo_url,cover_image_url,social_facebook,social_instagram,created_at,verified,profile_complete,total_sales_egp,total_orders,avg_rating,rating_count
BRAND0019,USER00020,Elegance Co,Fashion & Accessories,Statement sure indeed conference pay it his probably. Believe recognize analysis those citizen think Mrs. Recently reveal describe management.,https://cdn.talentree.eg/brands/logo_19.jpg,https://cdn.talentree.eg/brands/cover_19.jpg,fb.com/eleganceco,@elegance_co,2025-11-05 00:00:00,False,False,20082.75,381,3.1,99
BRAND0020,USER00021,Handmade Haven,Handmade & Crafts,"Machine attention nature drug wear cell star. Color adult beyond family. Scientist collection provide action event key concern.
Democratic recent student specific political respond to.",https://cdn.talentree.eg/brands/logo_20.jpg,https://cdn.talentree.eg/brands/cover_20.jpg,fb.com/handmadehaven,@handmade_haven,2026-01-15 00:00:00,True,True,14913.38,208,4.8,198
BRAND0021,USER00022,Pure Essence,Natural & Beauty,Analysis mention spring follow. Couple debate must voice building degree ground community.,https://cdn.talentree.eg/brands/logo_21.jpg,https://cdn.talentree.eg/brands/cover_21.jpg,fb.com/pureessence,@pure_essence,2025-04-18 00:00:00,False,True,21411.88,318,4.8,176
BRAND0022,USER00023,Mode Studio,Fashion & Accessories,"Recent question win really forward play this fish. Attack adult treatment large memory score me. Discussion pattern to.
Scene serious people art hear. Dark heart politics draw rise.",https://cdn.talentree.eg/brands/logo_22.jpg,https://cdn.talentree.eg/brands/cover_22.jpg,fb.com/modestudio,@mode_studio,2025-02-20 00:00:00,True,True,41579.73,236,3.2,128
BRAND0023,USER00024,Glow Lab,Natural & Beauty,"Their miss contain picture ask man west appear. Voice by community nature.
Medical international level clearly culture. Computer eat experience large player even.",https://cdn.talentree.eg/brands/logo_23.jpg,https://cdn.talentree.eg/brands/cover_23.jpg,fb.com/glowlab,@glow_lab,2024-10-19 00:00:00,True,False,46923.2,361,4.1,100
BRAND0024,USER00025,Trend Setter,Fashion & Accessories,"Herself figure exist no lose. Carry light choice couple actually may.
Identify indeed house score himself film would. Impact although TV his. Class several whatever side seem give remember.",https://cdn.talentree.eg/brands/logo_24.jpg,https://cdn.talentree.eg/brands/cover_24.jpg,fb.com/trendsetter,@trend_setter,2024-11-17 00:00:00,True,True,1733.15,237,4.2,182
BRAND0025,USER00026,Nature Care,Natural & Beauty,"Effect own weight success. Bring begin represent. Huge only too million country institution.
Reality may mouth though only. Sell under thank body of something. Especially decide security recognize.",https://cdn.talentree.eg/brands/logo_25.jpg,https://cdn.talentree.eg/brands/cover_25.jpg,fb.com/naturecare,@nature_care,2025-11-22 00:00:00,False,True,12879.07,359,4.3,182
BRAND0026,USER00027,The Maker Space,Handmade & Crafts,"Pressure run color hear region cup. Me book note defense. Arrive consumer service else total.
Phone person than coach fall help. Ask ahead doctor magazine set. Article seem account.",https://cdn.talentree.eg/brands/logo_26.jpg,https://cdn.talentree.eg/brands/cover_26.jpg,fb.com/themakerspace,@the_maker_space,2024-09-24 00:00:00,True,True,6151.16,235,4.3,21
BRAND0027,USER00028,Handmade Haven,Handmade & Crafts,"Own than evidence. Happy peace probably little including.
Worry whatever spend. Plant them wide.",https://cdn.talentree.eg/brands/logo_27.jpg,https://cdn.talentree.eg/brands/cover_27.jpg,fb.com/handmadehaven,@handmade_haven,2024-03-15 00:00:00,True,False,30797.59,86,3.8,97
BRAND0028,USER00029,Style Studio,Fashion & Accessories,"Collection land break production drive deep send. Black year ahead upon. Total short detail election live today.
Two plant man somebody. The use short over popular help.",https://cdn.talentree.eg/brands/logo_28.jpg,https://cdn.talentree.eg/brands/cover_28.jpg,fb.com/stylestudio,@style_studio,2024-03-11 00:00:00,True,True,28491.83,342,4.7,41
BRAND0029,USER00030,Art & Craft Co,Handmade & Crafts,"Mind own develop house. System firm staff father despite quite challenge. Certainly program soon reflect out.
Wrong but you religious long stock manager. Arrive special check respond summer various.",https://cdn.talentree.eg/brands/logo_29.jpg,https://cdn.talentree.eg/brands/cover_29.jpg,fb.com/art&craftco,@art_&_craft_co,2025-11-14 00:00:00,True,True,21269.29,163,4.5,114
BRAND0030,USER00031,Craft Lab,Handmade & Crafts,"Wrong serious hospital month executive recent crime. Hour capital sell oil source sure report. Pressure officer kind lot today decide source.
Gun task big. Heavy work quickly collection.",https://cdn.talentree.eg/brands/logo_30.jpg,https://cdn.talentree.eg/brands/cover_30.jpg,fb.com/craftlab,@craft_lab,2024-10-15 00:00:00,True,True,44977.82,496,3.4,159
BRAND0031,USER00032,Creative Makers,Handmade & Crafts,"Read west present heart reality. Sing ten practice every. Happen build bar majority protect meeting.
Of of event seat some Congress machine popular.",https://cdn.talentree.eg/brands/logo_31.jpg,https://cdn.talentree.eg/brands/cover_31.jpg,fb.com/creativemakers,@creative_makers,2024-04-04 00:00:00,True,True,23202.81,442,4.0,1
BRAND0032,USER00033,Artisan Alley,Handmade & Crafts,"Television receive accept language. But can deal claim none surface.
Woman media hair name.
Eat animal watch. Process knowledge officer reason mission. Paper member reach production and already.",https://cdn.talentree.eg/brands/logo_32.jpg,https://cdn.talentree.eg/brands/cover_32.jpg,fb.com/artisanalley,@artisan_alley,2025-03-28 00:00:00,False,True,11235.26,342,4.0,104
BRAND0033,USER00034,Glam House,Fashion & Accessories,"Lay war put vote century data. Run yet recent cover head price star painting.
First skin her who. Back by body nature at. Guy four event than.
Act help why her bit. Compare rock fill start.",https://cdn.talentree.eg/brands/logo_33.jpg,https://cdn.talentree.eg/brands/cover_33.jpg,fb.com/glamhouse,@glam_house,2025-03-16 00:00:00,True,False,30205.05,130,4.8,71
BRAND0034,USER00035,Artisan Alley,Handmade & Crafts,"Her save apply rise. Religious eat participant religious consumer worry.
Expert weight minute responsibility under director player. Water image fine bed. Baby drive behavior offer.",https://cdn.talentree.eg/brands/logo_34.jpg,https://cdn.talentree.eg/brands/cover_34.jpg,fb.com/artisanalley,@artisan_alley,2025-07-27 00:00:00,False,True,2921.48,80,3.1,89
BRAND0035,USER00036,Natural Beauty,Natural & Beauty,"Couple story account interesting move generation yes product.
Amount large collection us shake tough company happen. Message weight institution here. Wide full quickly story surface tax.",https://cdn.talentree.eg/brands/logo_35.jpg,https://cdn.talentree.eg/brands/cover_35.jpg,fb.com/naturalbeauty,@natural_beauty,2024-12-06 00:00:00,True,True,33516.33,434,4.2,84
BRAND0036,USER00037,Essence Egypt,Natural & Beauty,Arm accept leave fear blue glass reveal. Great big man be method child. Tree according show economic. House federal into consider speech board just.,https://cdn.talentree.eg/brands/logo_36.jpg,https://cdn.talentree.eg/brands/cover_36.jpg,fb.com/essenceegypt,@essence_egypt,2024-07-23 00:00:00,True,True,21139.37,96,3.3,72
BRAND0037,USER00038,Artisan Alley,Handmade & Crafts,"Inside nearly son research. Seem sister hundred rise score stay.
Whatever society call general. Should door question.",https://cdn.talentree.eg/brands/logo_37.jpg,https://cdn.talentree.eg/brands/cover_37.jpg,fb.com/artisanalley,@artisan_alley,2024-10-12 00:00:00,False,False,39471.73,95,4.9,191
BRAND0038,USER00039,Pure Naturals,Natural & Beauty,"Particularly country talk pick chance build husband. Wrong upon international pattern before.
Imagine fill plan discuss from look.",https://cdn.talentree.eg/brands/logo_38.jpg,https://cdn.talentree.eg/brands/cover_38.jpg,fb.com/purenaturals,@pure_naturals,2024-02-09 00:00:00,True,True,5109.75,158,3.6,97
BRAND0039,USER00040,Handmade Cairo,Handmade & Crafts,"Best add necessary technology. Guess special sea open painting draw.
Once beautiful blood picture own. Only treatment pressure.",https://cdn.talentree.eg/brands/logo_39.jpg,https://cdn.talentree.eg/brands/cover_39.jpg,fb.com/handmadecairo,@handmade_cairo,2024-09-17 00:00:00,True,False,3713.83,246,3.3,177
BRAND0040,USER00041,Made with Love,Handmade & Crafts,"Thus large response treat attack industry. So cold ever whose face what article. Scientist however range that will.
Seek his single husband even contain. Occur option across up.",https://cdn.talentree.eg/brands/logo_40.jpg,https://cdn.talentree.eg/brands/cover_40.jpg,fb.com/madewithlove,@made_with_love,2025-11-10 00:00:00,True,False,20981.02,112,4.4,156
BRAND0041,USER00042,Craft Studio,Handmade & Crafts,"Break possible plan win foot watch this. Reveal impact particularly foot arm.
Despite whole computer will Mr without.",https://cdn.talentree.eg/brands/logo_41.jpg,https://cdn.talentree.eg/brands/cover_41.jpg,fb.com/craftstudio,@craft_studio,2024-07-15 00:00:00,True,False,36621.56,327,4.1,22
BRAND0042,USER00043,Elite Fashion,Fashion & Accessories,"Financial those stage. Could century interview lawyer population I right case.
Between himself body add store various car show.
Voice outside society act. My stand system be.",https://cdn.talentree.eg/brands/logo_42.jpg,https://cdn.talentree.eg/brands/cover_42.jpg,fb.com/elitefashion,@elite_fashion,2025-03-16 00:00:00,False,True,21639.15,439,3.6,134
BRAND0043,USER00044,Pure Naturals,Natural & Beauty,Center treatment agency interview challenge pretty. Tv range rather resource top. College body big what ground past brother.,https://cdn.talentree.eg/brands/logo_43.jpg,https://cdn.talentree.eg/brands/cover_43.jpg,fb.com/purenaturals,@pure_naturals,2024-06-22 00:00:00,False,True,46391.72,319,4.1,133
BRAND0044,USER00045,Art Craft Studio,Handmade & Crafts,Usually specific represent baby able value. Sing chair challenge land. Spring both into risk certain follow camera.,https://cdn.talentree.eg/brands/logo_44.jpg,https://cdn.talentree.eg/brands/cover_44.jpg,fb.com/artcraftstudio,@art_craft_studio,2024-05-30 00:00:00,False,True,40495.03,457,4.2,181
BRAND0045,USER00046,Vogue Egypt,Fashion & Accessories,"Dog able yes admit. Listen card body treat guess support single.
Leave structure necessary use inside. Still argue case while region.",https://cdn.talentree.eg/brands/logo_45.jpg,https://cdn.talentree.eg/brands/cover_45.jpg,fb.com/vogueegypt,@vogue_egypt,2025-05-21 00:00:00,True,True,6351.25,243,4.3,30
BRAND0046,USER00047,Beauty Bloom,Natural & Beauty,"Store indicate she like cell month we.
Reveal know population actually born art. Page community civil. Strategy quite then never stop try.",https://cdn.talentree.eg/brands/logo_46.jpg,https://cdn.talentree.eg/brands/cover_46.jpg,fb.com/beautybloom,@beauty_bloom,2025-07-24 00:00:00,True,False,49949.86,216,3.1,89
BRAND0047,USER00048,Botanical Beauty,Natural & Beauty,"Position crime board back owner suggest.
Executive must assume others series.
Necessary point allow especially with. And worry low answer behavior final wonder.",https://cdn.talentree.eg/brands/logo_47.jpg,https://cdn.talentree.eg/brands/cover_47.jpg,fb.com/botanicalbeauty,@botanical_beauty,2025-09-19 00:00:00,True,True,32210.61,358,3.6,17
BRAND0048,USER00049,Craft Lab,Handmade & Crafts,Only system face charge leg those behavior. This space pressure shoulder claim. Might rock prepare us game size fund.,https://cdn.talentree.eg/brands/logo_48.jpg,https://cdn.talentree.eg/brands/cover_48.jpg,fb.com/craftlab,@craft_lab,2025-06-17 00:00:00,True,False,27724.68,397,3.0,175
BRAND0049,USER00050,Luxe Boutique,Fashion & Accessories,"Value claim evidence guy. Author represent leave worry. Shake kind under vote will.
Guy expert important. True can happen suddenly weight health radio media. Theory yard amount within arm.",https://cdn.talentree.eg/brands/logo_49.jpg,https://cdn.talentree.eg/brands/cover_49.jpg,fb.com/luxeboutique,@luxe_boutique,2025-07-07 00:00:00,True,True,36357.63,320,4.9,44
BRAND0050,USER00051,Modern Muse,Fashion & Accessories,Should current forget fish you main. Boy lawyer nation we certainly degree nothing.,https://cdn.talentree.eg/brands/logo_50.jpg,https://cdn.talentree.eg/brands/cover_50.jpg,fb.com/modernmuse,@modern_muse,2025-07-09 00:00:00,True,True,46152.85,250,4.8,9
BRAND0051,USER00052,Herbal Essence,Natural & Beauty,Clearly glass industry little read. Whole join tree now. Night throw cup.,https://cdn.talentree.eg/brands/logo_51.jpg,https://cdn.talentree.eg/brands/cover_51.jpg,fb.com/herbalessence,@herbal_essence,2025-02-03 00:00:00,True,True,8191.62,240,4.8,137
BRAND0052,USER00053,Luxe Boutique,Fashion & Accessories,Democratic decide course quickly western have. Administration to maybe test record power. Increase goal stock international wind from unit. Into computer organization myself high suddenly read.,https://cdn.talentree.eg/brands/logo_52.jpg,https://cdn.talentree.eg/brands/cover_52.jpg,fb.com/luxeboutique,@luxe_boutique,2024-12-10 00:00:00,False,True,46425.6,33,4.7,76
BRAND0053,USER00054,Creative Studio,Handmade & Crafts,High crime light buy whose trial include. Account hear difference exist they enough. Pull above training allow ago so.,https://cdn.talentree.eg/brands/logo_53.jpg,https://cdn.talentree.eg/brands/cover_53.jpg,fb.com/creativestudio,@creative_studio,2025-02-07 00:00:00,True,False,27026.33,111,4.2,84
BRAND0054,USER00055,Natural House,Natural & Beauty,Brother officer hot several true study city. Data behavior join pick order agreement.,https://cdn.talentree.eg/brands/logo_54.jpg,https://cdn.talentree.eg/brands/cover_54.jpg,fb.com/naturalhouse,@natural_house,2024-09-23 00:00:00,True,True,14382.77,20,3.7,96
BRAND0055,USER00056,Herbal Essence,Natural & Beauty,Book until but center. Thus behavior management guess stuff. Beyond somebody including main personal decision. Heart finish traditional speak conference act.,https://cdn.talentree.eg/brands/logo_55.jpg,https://cdn.talentree.eg/brands/cover_55.jpg,fb.com/herbalessence,@herbal_essence,2025-04-26 00:00:00,False,True,28763.59,204,3.4,29
BRAND0056,USER00057,Classy Cairo,Fashion & Accessories,"Ahead age memory charge term boy describe foreign. Base reality call event current.
Remain present level speak job watch. Economic cup suffer response which.",https://cdn.talentree.eg/brands/logo_56.jpg,https://cdn.talentree.eg/brands/cover_56.jpg,fb.com/classycairo,@classy_cairo,2024-07-23 00:00:00,True,True,35637.08,144,3.8,127
BRAND0057,USER00058,Artisan Hub,Handmade & Crafts,Standard last threat when education important page theory. Good air conference follow so group authority. Head single business five action forget.,https://cdn.talentree.eg/brands/logo_57.jpg,https://cdn.talentree.eg/brands/cover_57.jpg,fb.com/artisanhub,@artisan_hub,2025-09-12 00:00:00,True,True,41558.14,159,3.4,77
BRAND0058,USER00059,Cairo Threads,Fashion & Accessories,"Instead buy commercial force him.
Expect popular task. Treatment expect success. Already mouth month front administration like.",https://cdn.talentree.eg/brands/logo_58.jpg,https://cdn.talentree.eg/brands/cover_58.jpg,fb.com/cairothreads,@cairo_threads,2025-02-10 00:00:00,True,True,39354.73,403,3.4,23
BRAND0059,USER00060,Glow & Grow,Natural & Beauty,Difficult because right speech staff Mr. Various test employee. Book water avoid.,https://cdn.talentree.eg/brands/logo_59.jpg,https://cdn.talentree.eg/brands/cover_59.jpg,fb.com/glow&grow,@glow_&_grow,2024-12-21 00:00:00,False,True,40051.75,468,4.0,48
BRAND0060,USER00061,Hands On Studio,Handmade & Crafts,Next their process same day back. Art actually democratic stand could bit decade.,https://cdn.talentree.eg/brands/logo_60.jpg,https://cdn.talentree.eg/brands/cover_60.jpg,fb.com/handsonstudio,@hands_on_studio,2025-03-19 00:00:00,False,False,15862.76,172,3.3,25
BRAND0061,USER00062,Radiant Skin,Natural & Beauty,"Environment live most goal. Until base issue character. Issue free kid have any him up.
Country computer every parent million. Race position where detail.
Offer draw mother.",https://cdn.talentree.eg/brands/logo_61.jpg,https://cdn.talentree.eg/brands/cover_61.jpg,fb.com/radiantskin,@radiant_skin,2025-04-21 00:00:00,True,True,36366.25,240,3.8,133
BRAND0062,USER00063,Glow Lab,Natural & Beauty,"Behind me red. School system reach color race coach forward.
While program into again. Thing color set act goal. On major easy body standard note wrong.",https://cdn.talentree.eg/brands/logo_62.jpg,https://cdn.talentree.eg/brands/cover_62.jpg,fb.com/glowlab,@glow_lab,2025-04-20 00:00:00,True,True,46650.7,356,4.7,22
BRAND0063,USER00064,Cairo Glow,Natural & Beauty,Simple tax total other both rate rock. Challenge improve detail. Ground all officer receive.,https://cdn.talentree.eg/brands/logo_63.jpg,https://cdn.talentree.eg/brands/cover_63.jpg,fb.com/cairoglow,@cairo_glow,2024-12-29 00:00:00,False,True,5603.59,397,4.3,79
BRAND0064,USER00065,Artisan Workshop,Handmade & Crafts,Item lawyer why society. Body across until chair race. Whom perhaps professor field explain son administration. Design stay but.,https://cdn.talentree.eg/brands/logo_64.jpg,https://cdn.talentree.eg/brands/cover_64.jpg,fb.com/artisanworkshop,@artisan_workshop,2025-07-22 00:00:00,False,True,32123.12,112,3.6,49
BRAND0065,USER00066,Vogue Egypt,Fashion & Accessories,"Usually eat question hit human tough throw.
Financial nor quickly follow official raise current career. Current figure father until leave contain site.",https://cdn.talentree.eg/brands/logo_65.jpg,https://cdn.talentree.eg/brands/cover_65.jpg,fb.com/vogueegypt,@vogue_egypt,2025-12-09 00:00:00,True,False,16297.91,230,4.3,69
BRAND0066,USER00067,Urban Chic,Fashion & Accessories,Tonight there apply suddenly call prove leg. Least approach area stop practice four best. Not real ten building once. School apply day century science manager difference.,https://cdn.talentree.eg/brands/logo_66.jpg,https://cdn.talentree.eg/brands/cover_66.jpg,fb.com/urbanchic,@urban_chic,2024-12-26 00:00:00,True,True,6165.79,495,4.2,131
BRAND0067,USER00068,Trendy Vibes,Fashion & Accessories,"Listen strategy kitchen argue. Feel low contain dog.
Start race teacher pay it. Continue stand price. Memory record customer lose.
Where manage property hospital. Less spend challenge exist.",https://cdn.talentree.eg/brands/logo_67.jpg,https://cdn.talentree.eg/brands/cover_67.jpg,fb.com/trendyvibes,@trendy_vibes,2025-07-02 00:00:00,True,False,17840.75,168,3.5,180
BRAND0068,USER00069,Pure Essence,Natural & Beauty,Give relationship hospital artist pretty. Pretty none least teach cause size. Type attention stuff low while.,https://cdn.talentree.eg/brands/logo_68.jpg,https://cdn.talentree.eg/brands/cover_68.jpg,fb.com/pureessence,@pure_essence,2024-10-30 00:00:00,False,True,8978.11,164,4.2,86
BRAND0069,USER00070,Botanical Beauty,Natural & Beauty,Two artist economy also seek kid. Paper subject type fly recognize help. News cultural make quickly different score its.,https://cdn.talentree.eg/brands/logo_69.jpg,https://cdn.talentree.eg/brands/cover_69.jpg,fb.com/botanicalbeauty,@botanical_beauty,2025-12-15 00:00:00,False,True,6938.66,246,4.8,12
BRAND0070,USER00071,Trendy Vibes,Fashion & Accessories,Couple debate still may ground tonight table. Keep personal them notice. Site fear brother discover.,https://cdn.talentree.eg/brands/logo_70.jpg,https://cdn.talentree.eg/brands/cover_70.jpg,fb.com/trendyvibes,@trendy_vibes,2025-03-27 00:00:00,True,True,4762.92,205,3.4,152
BRAND0071,USER00072,Pure Naturals,Natural & Beauty,"Daughter stage form serious. Dog authority way toward.
Wonder wear our partner ball necessary.
Rich bit market different go. Field sure will again area similar specific.",https://cdn.talentree.eg/brands/logo_71.jpg,https://cdn.talentree.eg/brands/cover_71.jpg,fb.com/purenaturals,@pure_naturals,2024-06-04 00:00:00,False,False,18103.4,175,4.6,182
BRAND0072,USER00073,Classy Cairo,Fashion & Accessories,"Animal soon their economic arm arm just. Analysis glass pretty each factor. Huge price prevent baby voice day relate spend.
Require walk sister fall president money. Five must bit get improve.",https://cdn.talentree.eg/brands/logo_72.jpg,https://cdn.talentree.eg/brands/cover_72.jpg,fb.com/classycairo,@classy_cairo,2025-06-19 00:00:00,False,True,48697.25,391,4.5,145
BRAND0073,USER00074,Urban Chic,Fashion & Accessories,Know difference here process mouth produce. Must girl ago. Senior from stock energy send describe agree rise.,https://cdn.talentree.eg/brands/logo_73.jpg,https://cdn.talentree.eg/brands/cover_73.jpg,fb.com/urbanchic,@urban_chic,2024-09-27 00:00:00,True,True,5314.52,163,4.4,181
BRAND0074,USER00075,Creative Makers,Handmade & Crafts,Gun process site special part. Fill produce structure summer. Leg key letter whole lose such. Impact often bag today necessary.,https://cdn.talentree.eg/brands/logo_74.jpg,https://cdn.talentree.eg/brands/cover_74.jpg,fb.com/creativemakers,@creative_makers,2024-10-25 00:00:00,False,True,11968.86,119,3.3,157
BRAND0075,USER00076,Style Craft,Fashion & Accessories,"Team oil among response article research else. Administration suddenly support music and.
Board medical both back daughter now. Author interview executive agency parent growth.",https://cdn.talentree.eg/brands/logo_75.jpg,https://cdn.talentree.eg/brands/cover_75.jpg,fb.com/stylecraft,@style_craft,2024-04-27 00:00:00,True,True,9575.98,474,4.3,83
BRAND0076,USER00077,Art House,Handmade & Crafts,When yeah not young. Nature individual run summer month anything line modern.,https://cdn.talentree.eg/brands/logo_76.jpg,https://cdn.talentree.eg/brands/cover_76.jpg,fb.com/arthouse,@art_house,2025-09-01 00:00:00,False,True,3735.58,62,3.7,118
BRAND0077,USER00078,The Maker Space,Handmade & Crafts,Discover still would understand each training. Program painting somebody game brother impact measure chance. Plan significant tonight then administration building enjoy.,https://cdn.talentree.eg/brands/logo_77.jpg,https://cdn.talentree.eg/brands/cover_77.jpg,fb.com/themakerspace,@the_maker_space,2025-03-24 00:00:00,True,True,30419.79,70,4.0,103
BRAND0078,USER00079,Fashion Loft,Fashion & Accessories,"Piece scientist job serious record safe. Trouble view base time order have power here. Computer reveal evidence significant discussion manage.
Military modern meet up expect himself serious.",https://cdn.talentree.eg/brands/logo_78.jpg,https://cdn.talentree.eg/brands/cover_78.jpg,fb.com/fashionloft,@fashion_loft,2025-11-19 00:00:00,True,True,28029.42,41,4.6,136
