review_id,fake_score,is_suspicious,reasons
REV00090,0,False,[]
REV00091,0,False,[]
REV00092,0,False,[]
REV00093,0,False,[]
REV00094,0,False,[]
REV00095,0,False,[]
REV00096,0,False,[]
REV00097,0,False,[]
REV00098,0,False,[]
REV00099,0,False,[]
REV00100,0,False,[]
REV00101,0,False,[]
REV00102,0,False,[]
REV00103,0,False,[]
REV00104,0,False,[]
REV00105,0,False,[]
REV00106,0,False,[]
REV00107,0,False,[]
REV00108,0,False,[]
REV00109,0,False,[]
REV00110,0,False,[]
REV00111,0,False,[]
REV00112,0,False,[]
REV00113,0,False,[]
REV00114,0,False,[]
REV00115,0,False,[]
REV00116,0,False,[]
REV00117,0,False,[]
REV00118,0,False,[]
REV00119,0,False,[]
REV00120,0,False,[]
REV00121,0,False,[]
REV00122,0,False,[]
REV00123,0,False,[]
REV00124,0,False,[]
REV00125,0,False,[]
REV00126,0,False,[]
REV00127,0,False,[]
REV00128,0,False,[]
REV00129,0,False,[]
REV00130,0,False,[]
REV00131,0,False,[]
REV00132,0,False,[]
REV00133,0,False,[]
REV00134,0,False,[]
REV00135,0,False,[]
REV00136,0,False,[]
REV00137,0,False,[]
REV00138,0,False,[]
REV00139,0,False,[]
REV00140,0,False,[]
REV00141,0,False,[]
REV00142,0,False,[]
REV00143,0,False,[]
REV00144,0,False,[]
REV00145,0,False,[]
REV00146,0,False,[]
REV00147,0,False,[]
REV00148,0,False,[]
REV00149,0,False,[]
REV00150,0,False,[]
REV00151,0,False,[]
REV00152,0,False,[]
REV00153,0,False,[]
REV00154,0,False,[]
REV00155,0,False,[]
REV00156,0,False,[]
REV00157,0,False,[]
REV00158,0,False,[]
REV00159,0,False,[]
REV00160,0,False,[]
REV00161,0,False,[]
REV00162,0,False,[]
REV00163,0,False,[]
REV00164,0,False,[]
REV00165,0,False,[]
REV00166,0,False,[]
REV00167,0,False,[]
REV00168,0,False,[]
REV00169,0,False,[]
REV00170,0,False,[]
REV00171,0,False,[]
REV00172,0,False,[]
REV00173,0,False,[]
REV00174,0,False,[]
REV00175,0,False,[]
REV00176,0,False,[]
REV00177,0,False,[]
REV00178,0,False,[]
REV00179,0,False,[]
REV00180,0,False,[]
REV00181,0,False,[]
REV00182,0,False,[]
REV00183,0,False,[]
REV00184,0,False,[]
REV00185,0,False,[]
REV00186,0,False,[]
REV00187,0,False,[]
REV00188,0,False,[]
REV00189,0,False,[]
REV00190,0,False,[]
REV00191,0,False,[]
REV00192,0,False,[]
REV00193,0,False,[]
REV00194,0,False,[]
REV00195,0,False,[]
REV00196,0,False,[]
REV00197,0,False,[]
REV00198,0,False,[]
REV00199,0,False,[]
REV00200,0,False,[]
REV00201,0,False,[]
REV00202,0,False,[]
REV00203,0,False,[]
REV00204,0,False,[]
REV00205,0,False,[]
REV00206,0,False,[]
REV00207,0,False,[]
REV00208,0,False,[]
REV00209,0,False,[]
REV00210,0,False,[]
REV00211,0,False,[]
REV00212,0,False,[]
REV00213,0,False,[]
REV00214,0,False,[]
REV00215,0,False,[]
REV00216,0,False,[]
REV00217,0,False,[]
REV00218,0,False,[]
REV00219,0,False,[]
REV00220,0,False,[]
REV00221,0,False,[]
REV00222,0,False,[]
REV00223,0,False,[]
REV00224,0,False,[]
REV00225,0,False,[]
REV00226,0,False,[]
REV00227,0,False,[]
REV00228,0,False,[]
REV00229,0,False,[]
REV00230,0,False,[]
REV00231,0,False,[]
REV00232,0,False,[]
REV00233,0,False,[]
REV00234,0,False,[]
REV00235,0,False,[]
REV00236,0,False,[]
REV00237,0,False,[]
REV00238,0,False,[]
REV00239,0,False,[]
REV00240,0,False,[]
REV00241,0,False,[]
REV00242,0,False,[]
REV00243,0,False,[]
REV00244,0,False,[]
REV00245,0,False,[]
REV00246,0,False,[]
REV00247,0,False,[]
REV00248,0,False,[]
REV00249,0,False,[]
REV00250,0,False,[]
REV00251,0,False,[]
REV00252,0,False,[]
REV00253,0,False,[]
REV00254,0,False,[]
REV00255,0,False,[]
REV00256,0,False,[]
REV00257,0,False,[]
REV00258,0,False,[]
REV00259,0,False,[]
REV00260,0,False,[]
REV00261,0,False,[]
REV00262,0,False,[]
REV00263,0,False,[]
REV00264,0,False,[]
REV00265,0,False,[]
REV00266,0,False,[]
REV00267,0,False,[]
REV00268,0,False,[]
REV00269,0,False,[]
REV00270,0,False,[]
REV00271,0,False,[]
REV00272,0,False,[]
REV00273,0,False,[]
REV00274,0,False,[]
REV00275,0,False,[]
REV00276,0,False,[]
REV00277,0,False,[]
REV00278,0,False,[]
REV00279,0,False,[]
REV00280,0,False,[]
REV00281,0,False,[]
REV00282,0,False,[]
REV00283,0,False,[]
REV00284,0,False,[]
REV00285,0,False,[]
REV00286,0,False,[]
REV00287,0,False,[]
REV00288,0,False,[]
REV00289,0,False,[]
REV00290,0,False,[]
REV00291,0,False,[]
REV00292,0,False,[]
REV00293,0,False,[]
REV00294,0,False,[]
REV00295,0,False,[]
REV00296,0,False,[]
REV00297,0,False,[]
REV00298,0,False,[]
REV00299,0,False,[]
REV00300,0,False,[]
REV00301,0,False,[]
REV00302,0,False,[]
REV00303,0,False,[]
REV00304,0,False,[]
REV00305,0,False,[]
REV00306,0,False,[]
REV00307,0,False,[]
REV00308,0,False,[]
REV00309,0,False,[]
REV00310,0,False,[]
REV00311,0,False,[]
REV00312,0,False,[]
REV00313,0,False,[]
REV00314,0,False,[]
REV00315,0,False,[]
REV00316,0,False,[]
REV00317,0,False,[]
REV00318,0,False,[]
REV00319,0,False,[]
REV00320,0,False,[]
REV00321,0,False,[]
REV00322,0,False,[]
REV00323,0,False,[]
REV00324,0,False,[]
REV00325,0,False,[]
REV00326,0,False,[]
REV00327,0,False,[]
REV00328,0,False,[]
REV00329,0,False,[]
REV00330,0,False,[]
REV00331,0,False,[]
REV00332,0,False,[]
REV00333,0,False,[]
REV00334,0,False,[]
REV00335,0,False,[]
REV00336,0,False,[]
REV00337,0,False,[]
REV00338,0,False,[]
REV00339,0,False,[]
REV00340,0,False,[]
REV00341,0,False,[]
REV00342,0,False,[]
REV00343,0,False,[]
REV00344,0,False,[]
REV00345,0,False,[]
REV00346,0,False,[]
REV00347,0,False,[]
REV00348,0,False,[]
REV00349,0,False,[]
REV00350,0,False,[]
REV00351,0,False,[]
REV00352,0,False,[]
REV00353,0,False,[]
REV00354,0,False,[]
REV00355,0,False,[]
REV00356,0,False,[]
REV00357,0,False,[]
REV00358,0,False,[]
REV00359,0,False,[]
REV00360,0,False,[]
REV00361,0,False,[]
REV00362,0,False,[]
REV00363,0,False,[]
REV00364,0,False,[]
REV00365,0,False,[]
REV00366,0,False,[]
REV00367,0,False,[]
REV00368,0,False,[]
REV00369,0,False,[]
REV00370,0,False,[]
REV00371,0,False,[]
REV00372,0,False,[]
REV00373,0,False,[]
REV00374,0,False,[]
REV00375,0,False,[]
REV00376,0,False,[]
REV00377,0,False,[]
REV00378,0,False,[]
REV00379,0,False,[]
REV00380,0,False,[]
REV00381,0,False,[]
REV00382,0,False,[]
REV00383,0,False,[]
REV00384,0,False,[]
REV00385,0,False,[]
REV00386,0,False,[]
REV00387,0,False,[]
REV00388,0,False,[]
REV00389,0,False,[]
REV00390,0,False,[]
REV00391,0,False,[]
REV00392,0,False,[]
REV00393,0,False,[]
REV00394,0,False,[]
REV00395,0,False,[]
REV00396,0,False,[]
REV00397,0,False,[]
REV00398,0,False,[]
REV00399,0,False,[]
